---- START at 2025-08-11 00:28:17, Target=2557/2557 ----
[606/2557] KIFDIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=817.2s, Completed=594/2557, ETA=2025-08-12 13:49:21
[614/2557] ECUGEQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=522.0s, Completed=595/2557, ETA=2025-08-12 13:52:05
[617/2557] FEFZOF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=296.3s, Completed=596/2557, ETA=2025-08-12 13:51:04
[591/2557] BIRSEC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2005.2s, Completed=597/2557, ETA=2025-08-12 14:02:23
[595/2557] QUQZOS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1858.0s, Completed=598/2557, ETA=2025-08-12 14:02:49
[620/2557] ja5b02897_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=648.7s, Completed=599/2557, ETA=2025-08-12 14:12:41
[626/2557] AWUPAL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=475.0s, Completed=600/2557, ETA=2025-08-12 14:09:51
[622/2557] EJONOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=731.8s, Completed=601/2557, ETA=2025-08-12 14:12:00
[590/2557] GEGGIK01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2396.8s, Completed=602/2557, ETA=2025-08-12 14:10:24
[612/2557] FAYPAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1343.2s, Completed=603/2557, ETA=2025-08-12 14:12:26
[605/2557] XOMNEU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1769.4s, Completed=604/2557, ETA=2025-08-12 14:14:42
[628/2557] QUSSOO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=507.2s, Completed=605/2557, ETA=2025-08-12 14:12:27
[608/2557] HUDWUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1712.2s, Completed=606/2557, ETA=2025-08-12 14:12:26
[631/2557] BINROH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=288.3s, Completed=607/2557, ETA=2025-08-12 14:09:52
[621/2557] BUGSOM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1084.8s, Completed=608/2557, ETA=2025-08-12 14:10:13
[623/2557] AGUBUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1129.0s, Completed=609/2557, ETA=2025-08-12 14:11:02
[611/2557] ic5005374_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1745.8s, Completed=610/2557, ETA=2025-08-12 14:10:24
[569/2557] QUQMOG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3703.5s, Completed=611/2557, ETA=2025-08-12 14:08:59
[630/2557] FEBXIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=628.2s, Completed=612/2557, ETA=2025-08-12 14:09:15
[599/2557] ELUJAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2544.2s, Completed=613/2557, ETA=2025-08-12 14:08:36
[636/2557] jacs.6b08724_ja6b08724_si_016_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=361.2s, Completed=614/2557, ETA=2025-08-12 14:08:00
[615/2557] DITYOW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1690.6s, Completed=615/2557, ETA=2025-08-12 14:07:44
[635/2557] HAJLIO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=469.8s, Completed=616/2557, ETA=2025-08-12 14:04:31
[641/2557] FORPIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=247.6s, Completed=617/2557, ETA=2025-08-12 14:04:07
[645/2557] DAHNOQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=204.1s, Completed=618/2557, ETA=2025-08-12 14:10:51
[638/2557] WUDYUR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=656.2s, Completed=619/2557, ETA=2025-08-12 14:15:12
[647/2557] BEPNIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=288.9s, Completed=620/2557, ETA=2025-08-12 14:13:03
[634/2557] acs.chemrev.6b00346_cr6b00346_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1081.5s, Completed=621/2557, ETA=2025-08-12 14:26:53
[568/2557] PUBRUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4554.6s, Completed=622/2557, ETA=2025-08-12 14:25:44
[558/2557] EHODOV_SL_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5380.7s, Completed=623/2557, ETA=2025-08-12 14:26:53
[629/2557] CIVTEH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1485.7s, Completed=624/2557, ETA=2025-08-12 14:23:26
[616/2557] GEGGUW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2364.7s, Completed=625/2557, ETA=2025-08-12 14:19:48
[649/2557] IYIHUU_manual_argon_313.0K_15.0bar_14.0 Done. TimeForThis=494.9s, Completed=626/2557, ETA=2025-08-12 14:23:32
[650/2557] cm503311x_alf225K_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=568.5s, Completed=627/2557, ETA=2025-08-12 14:26:24
[640/2557] CODMUF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1166.5s, Completed=628/2557, ETA=2025-08-12 14:24:44
[648/2557] ECEZAO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=749.2s, Completed=629/2557, ETA=2025-08-12 14:22:02
[652/2557] jacs.6b08724_ja6b08724_si_014_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=382.3s, Completed=630/2557, ETA=2025-08-12 14:22:41
[643/2557] IWELIG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1131.9s, Completed=631/2557, ETA=2025-08-12 14:20:34
[646/2557] FURFOP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1035.0s, Completed=632/2557, ETA=2025-08-12 14:17:12
[642/2557] QOZPEC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1256.8s, Completed=633/2557, ETA=2025-08-12 14:18:52
[657/2557] CUFGOB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=277.7s, Completed=634/2557, ETA=2025-08-12 14:19:55
[632/2557] EKADIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1874.7s, Completed=635/2557, ETA=2025-08-12 14:18:40
[625/2557] AWAGOV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2659.0s, Completed=636/2557, ETA=2025-08-12 14:25:36
[461/2557] ja5b00450_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=11736.8s, Completed=637/2557, ETA=2025-08-12 14:24:54
[624/2557] HEGNAJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2803.9s, Completed=638/2557, ETA=2025-08-12 14:22:05
[637/2557] IREGOD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1961.3s, Completed=639/2557, ETA=2025-08-12 14:27:25
[598/2557] SAKNOJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4218.6s, Completed=640/2557, ETA=2025-08-12 14:24:03
[613/2557] HUCSEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3383.2s, Completed=641/2557, ETA=2025-08-12 14:20:35
[668/2557] GEBPEK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=139.0s, Completed=642/2557, ETA=2025-08-12 14:17:09
[627/2557] IXISOZ02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2619.7s, Completed=643/2557, ETA=2025-08-12 14:14:45
[654/2557] ICAREL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1001.9s, Completed=644/2557, ETA=2025-08-12 14:19:05
[619/2557] ATUXIY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3235.9s, Completed=645/2557, ETA=2025-08-12 14:16:25
[651/2557] FEZREJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1234.8s, Completed=646/2557, ETA=2025-08-12 14:20:09
[665/2557] EHAGOL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=650.6s, Completed=647/2557, ETA=2025-08-12 14:19:24
[663/2557] HICZEA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=772.5s, Completed=648/2557, ETA=2025-08-12 14:17:06
[671/2557] HOYREU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=398.2s, Completed=649/2557, ETA=2025-08-12 14:18:43
[602/2557] ZOXNAD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4411.7s, Completed=650/2557, ETA=2025-08-12 14:19:00
[679/2557] BOWZUK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=223.6s, Completed=651/2557, ETA=2025-08-12 14:26:23
[670/2557] CAJQEL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=628.0s, Completed=652/2557, ETA=2025-08-12 14:23:12
[661/2557] GALCAZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1203.9s, Completed=653/2557, ETA=2025-08-12 14:22:35
[659/2557] VIGDIY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1294.3s, Completed=654/2557, ETA=2025-08-12 14:19:28
[656/2557] CAGSAG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1438.5s, Completed=655/2557, ETA=2025-08-12 14:16:23
[662/2557] LAPZEK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1347.9s, Completed=656/2557, ETA=2025-08-12 14:21:45
[685/2557] COXXIX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=177.0s, Completed=657/2557, ETA=2025-08-12 14:20:58
[601/2557] EVAKIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4957.7s, Completed=658/2557, ETA=2025-08-12 14:23:11
[672/2557] FIJFIO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=981.8s, Completed=659/2557, ETA=2025-08-12 14:22:07
[676/2557] ja406030p_si_006_manual_argon_313.0K_15.0bar_14.0 Done. TimeForThis=741.6s, Completed=660/2557, ETA=2025-08-12 14:19:51
[653/2557] FEWWOV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1876.3s, Completed=661/2557, ETA=2025-08-12 14:16:51
[674/2557] JAJZAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=931.9s, Completed=662/2557, ETA=2025-08-12 14:17:20
[666/2557] PIDNEX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1383.2s, Completed=663/2557, ETA=2025-08-12 14:21:46
[686/2557] HOZFEJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=378.2s, Completed=664/2557, ETA=2025-08-12 14:18:38
[458/2557] XUFYEE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=13319.4s, Completed=665/2557, ETA=2025-08-12 14:17:29
[694/2557] ic7025158-file001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=69.3s, Completed=666/2557, ETA=2025-08-12 14:16:15
[667/2557] VUJBIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1446.6s, Completed=667/2557, ETA=2025-08-12 14:14:56
[681/2557] ZOQTIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=725.5s, Completed=668/2557, ETA=2025-08-12 14:14:41
[688/2557] HAJLUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=478.8s, Completed=669/2557, ETA=2025-08-12 14:16:17
[682/2557] IYAKAW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=806.7s, Completed=670/2557, ETA=2025-08-12 14:13:24
[675/2557] ESUSIW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1309.5s, Completed=671/2557, ETA=2025-08-12 14:11:42
[692/2557] ANENEN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=428.2s, Completed=672/2557, ETA=2025-08-12 14:10:43
[677/2557] BIPLIX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1214.3s, Completed=673/2557, ETA=2025-08-12 14:08:33
[683/2557] DUZPUL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=889.7s, Completed=674/2557, ETA=2025-08-12 14:07:58
[700/2557] GAQYIH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=133.0s, Completed=675/2557, ETA=2025-08-12 14:05:01
[680/2557] ic501801f_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1152.5s, Completed=676/2557, ETA=2025-08-12 14:04:19
[691/2557] UMOYOM19_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=643.8s, Completed=677/2557, ETA=2025-08-12 14:03:46
[699/2557] EDUVII_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=255.7s, Completed=678/2557, ETA=2025-08-12 14:02:15
[702/2557] DAPXID_ion_b_argon_313.0K_15.0bar_14.0 Done. TimeForThis=218.0s, Completed=679/2557, ETA=2025-08-12 14:01:04
[703/2557] ADASEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=237.3s, Completed=680/2557, ETA=2025-08-12 14:00:10
[639/2557] BASJUB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3611.5s, Completed=681/2557, ETA=2025-08-12 13:57:48
[698/2557] DEJJIN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=535.7s, Completed=682/2557, ETA=2025-08-12 14:01:38
[696/2557] XANZAQ04_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=678.7s, Completed=683/2557, ETA=2025-08-12 14:02:09
[693/2557] CAXWAB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=775.4s, Completed=684/2557, ETA=2025-08-12 14:00:17
[706/2557] HADXIW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=367.2s, Completed=685/2557, ETA=2025-08-12 13:57:32
[673/2557] IYEXOZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1982.8s, Completed=686/2557, ETA=2025-08-12 13:55:52
[695/2557] DAKVIW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=855.4s, Completed=687/2557, ETA=2025-08-12 13:57:53
[709/2557] RITGUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=394.4s, Completed=688/2557, ETA=2025-08-12 13:56:02
[618/2557] IFEPUG09_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5247.8s, Completed=689/2557, ETA=2025-08-12 13:55:43
[669/2557] APAYOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2180.0s, Completed=690/2557, ETA=2025-08-12 13:53:36
[689/2557] EFIMOV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1197.9s, Completed=691/2557, ETA=2025-08-12 13:50:41
[707/2557] WAGPOM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=561.4s, Completed=692/2557, ETA=2025-08-12 13:49:27
[708/2557] CEJBEA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=544.0s, Completed=693/2557, ETA=2025-08-12 13:46:55
[697/2557] HUFYIS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=947.9s, Completed=694/2557, ETA=2025-08-12 13:44:57
[655/2557] jacs.5b13491_ja5b13491_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3118.4s, Completed=695/2557, ETA=2025-08-12 13:42:14
[687/2557] HOZXEB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1419.5s, Completed=696/2557, ETA=2025-08-12 13:40:32
[644/2557] WANNEH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3953.8s, Completed=697/2557, ETA=2025-08-12 13:40:40
[704/2557] DAKZUN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=865.5s, Completed=698/2557, ETA=2025-08-12 13:43:07
[712/2557] IBAPOS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=596.6s, Completed=699/2557, ETA=2025-08-12 13:43:13
[684/2557] ONUJUE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1876.1s, Completed=700/2557, ETA=2025-08-12 13:44:26
[723/2557] c6dt03852b_c6dt03852b2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=396.0s, Completed=701/2557, ETA=2025-08-12 13:45:26
[713/2557] DUBBEI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=712.5s, Completed=702/2557, ETA=2025-08-12 13:44:24
[718/2557] FOFCIO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=563.8s, Completed=703/2557, ETA=2025-08-12 13:42:15
[701/2557] IZIHIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1284.3s, Completed=704/2557, ETA=2025-08-12 13:43:21
[726/2557] cm501138g_si_011_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=634.8s, Completed=705/2557, ETA=2025-08-12 13:50:25
[719/2557] CUXJEM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=798.2s, Completed=706/2557, ETA=2025-08-12 13:49:47
[705/2557] IFENOY03_SL_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1458.1s, Completed=707/2557, ETA=2025-08-12 13:50:46
[727/2557] GEBCAT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=699.5s, Completed=708/2557, ETA=2025-08-12 13:48:05
[633/2557] AYOQEM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5185.2s, Completed=709/2557, ETA=2025-08-12 13:45:36
[734/2557] HOKGUJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=390.6s, Completed=710/2557, ETA=2025-08-12 13:47:54
[728/2557] AQOTIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=709.8s, Completed=711/2557, ETA=2025-08-12 13:44:48
[736/2557] XOBDUO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=282.9s, Completed=712/2557, ETA=2025-08-12 13:47:50
[721/2557] SOHMOS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1072.1s, Completed=713/2557, ETA=2025-08-12 13:45:35
[711/2557] cg100357q_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1495.5s, Completed=714/2557, ETA=2025-08-12 13:43:05
[733/2557] AQEQES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=703.4s, Completed=715/2557, ETA=2025-08-12 13:46:41
[716/2557] BEYKEX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1469.0s, Completed=716/2557, ETA=2025-08-12 13:49:08
[740/2557] CUIMDZ01_clean_h_argon_313.0K_15.0bar_14.0 Done. TimeForThis=404.9s, Completed=717/2557, ETA=2025-08-12 13:50:06
[720/2557] RORTUP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1409.3s, Completed=718/2557, ETA=2025-08-12 13:49:41
[715/2557] DAWBUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1671.2s, Completed=719/2557, ETA=2025-08-12 13:50:13
[730/2557] RESDUQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1144.1s, Completed=720/2557, ETA=2025-08-12 13:50:02
[741/2557] EBATUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=626.7s, Completed=721/2557, ETA=2025-08-12 13:50:49
[747/2557] ADATAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=247.6s, Completed=722/2557, ETA=2025-08-12 13:49:12
[717/2557] CUFFAL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1706.9s, Completed=723/2557, ETA=2025-08-12 13:46:29
[722/2557] FAJYAS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1680.8s, Completed=724/2557, ETA=2025-08-12 13:49:20
[743/2557] DOGBAE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=711.8s, Completed=725/2557, ETA=2025-08-12 13:50:23
[746/2557] WUJPIC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=545.9s, Completed=726/2557, ETA=2025-08-12 13:50:19
[731/2557] EZOFEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1437.1s, Completed=727/2557, ETA=2025-08-12 13:49:40
[749/2557] VUHNIX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=538.0s, Completed=728/2557, ETA=2025-08-12 13:54:00
[738/2557] XODNUB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1275.9s, Completed=729/2557, ETA=2025-08-12 13:58:09
[732/2557] ADIQEL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1669.5s, Completed=730/2557, ETA=2025-08-12 13:56:05
[754/2557] VUMBOW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=668.7s, Completed=731/2557, ETA=2025-08-12 14:06:51
[750/2557] TADWOM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=992.4s, Completed=732/2557, ETA=2025-08-12 14:11:03
[760/2557] LAGWIB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=405.0s, Completed=733/2557, ETA=2025-08-12 14:10:26
[737/2557] BINMIW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1721.3s, Completed=734/2557, ETA=2025-08-12 14:08:13
[748/2557] HOQMIL03_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1168.9s, Completed=735/2557, ETA=2025-08-12 14:05:37
[755/2557] AFITEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1009.1s, Completed=736/2557, ETA=2025-08-12 14:15:19
[757/2557] AQOLUP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=926.8s, Completed=737/2557, ETA=2025-08-12 14:12:51
[751/2557] ETAXUT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1237.6s, Completed=738/2557, ETA=2025-08-12 14:10:38
[761/2557] CEJCAW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=598.8s, Completed=739/2557, ETA=2025-08-12 14:16:56
[742/2557] IKOSOQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1982.8s, Completed=740/2557, ETA=2025-08-12 14:17:17
[729/2557] GOBGAG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2746.8s, Completed=741/2557, ETA=2025-08-12 14:14:30
[690/2557] IFEPUG07_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4347.2s, Completed=742/2557, ETA=2025-08-12 14:18:30
[753/2557] FIJDIM04_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1556.4s, Completed=743/2557, ETA=2025-08-12 14:15:30
[762/2557] cg500149s_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=669.6s, Completed=744/2557, ETA=2025-08-12 14:12:55
[764/2557] INOMOP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=657.8s, Completed=745/2557, ETA=2025-08-12 14:12:29
[714/2557] HABREJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3467.8s, Completed=746/2557, ETA=2025-08-12 14:11:14
[735/2557] acs.cgd.6b00463_OLOMUZ1451936_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2544.9s, Completed=747/2557, ETA=2025-08-12 14:09:33
[765/2557] GAMFEI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=714.3s, Completed=748/2557, ETA=2025-08-12 14:07:05
[768/2557] FOQNUW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=560.0s, Completed=749/2557, ETA=2025-08-12 14:09:16
[660/2557] CEXJOF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6176.6s, Completed=750/2557, ETA=2025-08-12 14:09:45
[745/2557] JIVSAJ01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2254.4s, Completed=751/2557, ETA=2025-08-12 14:07:19
[744/2557] FITHIA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2392.1s, Completed=752/2557, ETA=2025-08-12 14:05:43
[766/2557] CUWYAW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=708.0s, Completed=753/2557, ETA=2025-08-12 14:04:12
[770/2557] EBEXAM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=503.1s, Completed=754/2557, ETA=2025-08-12 14:03:35
[664/2557] RUBTAK08_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6154.8s, Completed=755/2557, ETA=2025-08-12 14:03:16
[658/2557] EFESEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6423.5s, Completed=756/2557, ETA=2025-08-12 14:01:24
[546/2557] VAMZER_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=12991.7s, Completed=757/2557, ETA=2025-08-12 14:02:50
[752/2557] ETECOX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2093.7s, Completed=758/2557, ETA=2025-08-12 14:00:29
[774/2557] ICOWON_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=573.1s, Completed=759/2557, ETA=2025-08-12 14:00:20
[783/2557] COBWEV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=279.6s, Completed=760/2557, ETA=2025-08-12 13:59:06
[678/2557] EZOBUR01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5733.0s, Completed=761/2557, ETA=2025-08-12 14:01:16
[767/2557] HIQKID_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1139.3s, Completed=762/2557, ETA=2025-08-12 14:02:16
[780/2557] UDAXAB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=527.9s, Completed=763/2557, ETA=2025-08-12 14:00:42
[782/2557] DEJCIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=606.4s, Completed=764/2557, ETA=2025-08-12 14:04:05
[775/2557] HAJRES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=887.7s, Completed=765/2557, ETA=2025-08-12 14:02:44
[781/2557] FOQNIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=711.9s, Completed=766/2557, ETA=2025-08-12 14:02:41
[710/2557] FOKYIP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4612.7s, Completed=767/2557, ETA=2025-08-12 14:01:01
[779/2557] CETFUD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=928.2s, Completed=768/2557, ETA=2025-08-12 14:04:51
[786/2557] ENITAX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=753.5s, Completed=769/2557, ETA=2025-08-12 14:05:04
[739/2557] ic8008859_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3505.8s, Completed=770/2557, ETA=2025-08-12 14:02:23
[772/2557] DACZUF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1262.8s, Completed=771/2557, ETA=2025-08-12 14:02:55
[756/2557] ALIBUT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2658.9s, Completed=772/2557, ETA=2025-08-12 14:03:30
[793/2557] ADOBIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=552.2s, Completed=773/2557, ETA=2025-08-12 14:02:00
[777/2557] IZISEQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1381.2s, Completed=774/2557, ETA=2025-08-12 14:06:43
[799/2557] ATIBUA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=406.5s, Completed=775/2557, ETA=2025-08-12 14:09:57
[773/2557] FUHMOM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1611.5s, Completed=776/2557, ETA=2025-08-12 14:07:35
